uni,date,event,total
University of Kansas,1996,Michigan,106
Daido Institute of Technology,2004,Japan,106
Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,2022,Netherlands,106
Ain Shams University,2013,United Kingdom,106
Universitatea Transilvania din Braşov,2013,United Kingdom,105
Universidad Europea de Madrid,2018,United Kingdom,105
Bradley University,1997,Michigan,105
Aichi Institute of Technology,2012,Japan,105
University of Colorado at Boulder,2019,Lincoln,105
Tokyo University of Science,2009,Japan,105
Union College,1995,Michigan,105
Fachhochschule Aachen,2019,Austria,105
The University of Michigan-Dearborn,1999,Michigan,105
Arizona State University,2015,Lincoln,105
University of Rijeka,2022,Germany,105
Moscow State Automobile &amp; Road Technical University - MADI,2016,Italy,105
Tel Aviv University,2019,Italy,105
Ruhr-Universität Bochum,2011,Germany,104
Polo Universitario de Volta Redonda - Universidade Federal Fluminense,2012,Brasil,104
Temple University,2015,Michigan,104
NED University of Engineering and Technology,2016,Italy,104
Kochi University of Technology,2005,Japan,104
University of the West of England,2015,United Kingdom,104
University of Texas at San Antonio,2010,California,104
Honda Technical College Kansai,2013,Japan,104
Oregon Institute of Technology,2019,Lincoln,104
Technische Hochschule Lübeck,2019,Austria,104
Hiroshima Institute of Technology,2010,Japan,104
Northern Illinois University,2015,Michigan,104
Aligarh Muslim University,2016,United Kingdom,104
Kyushu University,2018,Japan,104
College of Industrial Technology Nihon University,2009,Japan,103
Universidad Tecnológica de Pereira,2017,Brasil,103
Moscow State Automobile &amp; Road Technical University - MADI,2010,Germany,103
Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2022,Spain,103
IMT Nord Europe - Douai,2004,United Kingdom,103
Universidad de las Fuerzas Armadas - ESPE,2012,Germany,103
VŠB - Technical University of Ostrava,2015,Czech Republic,103
University of California Irvine,2006,California,103
Universidade Federal de São Carlos,2015,Brasil,103
Wayne State University,2007,United Kingdom,103
University of Kocaeli,2022,Italy,103
City University London,2017,United Kingdom,103
Wichita State University,2022,Michigan,102
MGM's Jawaharlal Nehru Engineering College,2018,India,102
Marquette University,2007,Michigan,102
Fukui University of Technology,2006,Japan,102
Karel de Grote University College,2013,Italy,102
Odessa Polytechnic National State University,2017,Italy,102
University of Malaga,2019,Spain,102
Newcastle University,2014,United Kingdom,102
Ana G. Méndez University - Gurabo,2016,Michigan,102
Syracuse University,1996,Michigan,102
Peter the Great St. Petersburg Polytechnic University,2019,Germany,102
Fachhochschule Dortmund,2022,Netherlands,102
University of Ulster,2015,United Kingdom,102
Universidad Autónoma del Estado de México,2011,California,101
University of Illinois at Chicago,2009,Michigan,101
Gheorghe Asachi Technical University of Iaşi,2022,Alpe Adria,101
University of Southern California,2012,Lincoln,101
Universidade Federal da Bahia,2017,Brasil,101
National Institute of Technology - Karnataka,2011,Michigan,101
Ritsumeikan University,2012,Japan,101
Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,2007,California,101
University of Liverpool,2007,United Kingdom,101
Escola Universitària Salesiana de Sarrià (UAB),2018,Spain,101
R.V.College of Engineering,2018,Italy,101
Hoseo University,2005,Michigan,101
Gunma University,2018,Japan,101
HMR Institute of Technology &amp; Management,2015,Italy,100
Tokyo Metropolitan University,2019,Japan,100
Miami University,2016,Lincoln,100
Sojo University,2010,Japan,100
University of Ulster,2014,United Kingdom,100
Setsunan University,2019,Japan,100
Escola Politécnica da Universidade de São Paulo,2016,Brasil,100
Universidad de las Fuerzas Armadas - ESPE,2014,Germany,100
Brandenburgische Technische Universität Cottbus,2012,Austria,100
University of Sunderland,2016,United Kingdom,100
Western Sydney University,2016,Australia,100
University of Ulster,2002,United Kingdom,100
Colorado School of Mines,2003,Michigan,100
Kinki University,2015,Japan,100
Ajou University,2016,Japan,99
Chitkara University Punjab,2016,United Kingdom,99
Warsaw University of Technology,2016,United Kingdom,99
Universidad Católica Andrés Bello,2005,Michigan,99
Ural State University of Railway Transport,2014,Italy,99
Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,2016,Brasil,99
Birmingham City University,2013,United Kingdom,99
Carnegie Mellon University,2009,Michigan,99
Kyushu University,2019,Japan,99
Technische Universiteit Eindhoven,2005,United Kingdom,99
Portland State University,2003,Michigan,99
Brandenburgische Technische Universität Cottbus,2011,Italy,99
University of California Santa Barbara,1996,Michigan,99
Università del Salento,2006,Italy,99
North Dakota State University,2007,Michigan,98
University of Illinois at Chicago,2012,Lincoln,98
Honda Technical College Kanto,2019,Japan,98
Concordia University,2009,Michigan,98
Osaka Prefecture University,2019,Japan,98
Fachhochschule Dortmund,2007,Germany,98
Universidade Federal de Santa Catarina,2011,Brasil,98
Saraswati College of Engineering,2019,India,98
University of Cambridge,2022,Germany,98
Indira Gandhi Delhi Technical University for Women,2018,India,97
Temple University,2009,Virginia,97
University of Minnesota Duluth,2009,Michigan,97
UAS Kempten,2018,Germany,97
Universidade Federal Fluminense - Niterói,2007,Brasil,97
Universidade de Lisboa - Instituto Superior Técnico,2004,United Kingdom,97
Manchester Metropolitan University,2013,United Kingdom,97
Escola de Engenharia de Lorena da Universidade de São Paulo,2014,Brasil,97
Universidade de Brasília,2014,Brasil,97
Universitat Jaume I,2022,Germany,97
Fachhochschule Frankfurt am Main,2008,Germany,96
Monroe County Community College,1995,Michigan,96
Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2012,Lincoln,96
University of Sussex,2010,United Kingdom,96
Tottori University,2011,Japan,96
Universidad Metropolitana,2015,Michigan,96
Gheorghe Asachi Technical University of Iaşi,2012,Spain,96
Hiroshima Institute of Technology,2018,Japan,96
University of Glasgow,2008,United Kingdom,96
Washington State University,2015,Michigan,96
Chitkara University Punjab,2010,California,95
IMT Nord Europe - Douai,2001,United Kingdom,95
Universität der Bundeswehr München,2016,East,95
Polytechnic Institute of New York University,2001,Michigan,95
National Institute of Technology - Calicut,2018,India,95
Universidade Federal de Campina Grande,2016,Brasil,95
Aston University,2010,United Kingdom,94
University of Minnesota Duluth,2022,Michigan,94
Escola Politècnica Superior d'Enginyeria de Manresa,2019,Spain,94
Fukui University of Technology,2009,Japan,94
University of Hull,2017,United Kingdom,94
University of Cambridge,2010,United Kingdom,94
California State University Fresno,2007,California,94
Polytechnic University of Puerto Rico,2004,Michigan,94
Chitkara University Punjab,2014,Italy,94
Universidade Comunitária Regional de Chapecó,2017,Brasil,94
Sheffield Hallam University,2002,United Kingdom,93
Rayat Institute of Engineering and Information Technology,2009,California,93
Escola de Engenharia de Lorena da Universidade de São Paulo,2013,Brasil,93
Odessa Polytechnic National State University,2014,Hungary,93
Sojo University,2016,Japan,93
New Jersey Institute of Technology,2010,Michigan,93
New Jersey Institute of Technology,2011,California,93
Marquette University,1998,Michigan,93
University of Cadiz,2019,Spain,93
Politecnico di Milano,2009,United Kingdom,93
Peoples' Friendship University of Russia,2013,Italy,92
Tyumen Industrial University,2018,Italy,92
University of Wyoming,1994,Michigan,92
Polytechnic University of Puerto Rico,2006,Michigan,92
Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,2009,California,92
Bharati Vidyapeeth College of Engineering,2013,Germany,92
University of Western Australia,2015,Australia,92
Meisei University,2011,Japan,92
Hochschule Bonn-Rhein-Sieg,2010,Germany,92
Birla Institute of Technology Mesra,2007,United Kingdom,92
University of Sunderland,2015,United Kingdom,92
Slovak University of Technology in Bratislava,2009,Germany,92
University of Manchester,2006,United Kingdom,92
Birmingham City University,2011,United Kingdom,91
North Dakota State University,2004,Michigan,91
The University of Kitakyushu,2016,Japan,91
Moscow State Automobile &amp; Road Technical University - MADI,2007,Germany,91
Southern Taiwan University of Technology,2018,Japan,91
Toyota Technical College Nagoya,2012,Japan,91
University of the Basque Country,2009,United Kingdom,91
Fukui University of Technology,2007,Japan,91
Escola Politècnica Superior d'Enginyeria de Manresa,2016,Spain,91
Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2017,Lincoln,91
Bergische Universität Wuppertal,2015,Germany,91
Madras Institute of Technology,2018,India,91
Arizona State University,2008,California,91
University of Texas at Austin,1996,Michigan,91
Universidade Estadual Paulista - Guaratinguetá,2016,Brasil,91
Karel de Grote University College,2012,United Kingdom,91
Portland State University,2008,California,90
Gheorghe Asachi Technical University of Iaşi,2019,Italy,90
Aso College of Automotive Engineering and Technology,2012,Japan,90
University of Portsmouth,2011,United Kingdom,90
Bergische Universität Wuppertal,2008,Germany,90
Keio University,2015,Japan,90
Frederick University,2017,Italy,90
Haldia Institute of Technology,2018,India,90
Doshisha University,2004,Japan,90
The University of Michigan-Dearborn,1995,Michigan,90
Setsunan University,2017,Japan,89
Sheffield Hallam University,2005,United Kingdom,89
Universidade Federal Fluminense - Niterói,2009,Brasil,89
Alabama A&amp;M University,2018,Michigan,89
Universidade Federal de São Carlos,2017,Brasil,89
Waseda University,2011,Japan,89
Indian Institute of Technology Delhi,2007,California,89
Hanze University of Applied Sciences Groningen,2018,Italy,89
Sri Venkateswara College of Engineering,2019,India,89
College of Science and Technology Nihon University,2017,Japan,89
Setsunan University,2011,Japan,89
University of Georgia,2019,Lincoln,89
Instituto Mauá de Tecnologia,2007,Brasil,89
John von Neumann University,2022,East,88
University of Pittsburgh,1996,Michigan,88
PES Institute of Technology,2008,Australia,88
University of Georgia,2022,Michigan,88
Thapar Institute of Engineering and Technology,2010,United Kingdom,88
Universidade Tecnológica Federal do Paraná,2010,Brasil,88
Birla Institute of Technology Mesra,2013,Italy,88
Stevens Institute of Technology,2012,Lincoln,88
City University London,2012,United Kingdom,88
Drexel University,1999,Michigan,88
University of Southern California,2011,California,88
University of Iowa,1999,Michigan,87
The National Institute of Engineering Mysore,2018,India,87
University of Salford,2019,United Kingdom,87
Utsunomiya University,2018,Japan,87
Thomas More Mechelen - De Nayer,2011,United Kingdom,87
United States Air Force Academy,1999,Michigan,87
University of Cambridge,2022,Austria,87
Bradley University,2019,Michigan,86
University of Iowa,2000,Michigan,86
Delhi Technological University,2010,United Kingdom,86
Birla Institute of Science and Technology Pilani - Dubai,2017,Italy,86
Technische Universität Darmstadt,2017,East,86
Bangalore Institute of Technology,2012,Italy,86
City University London,2009,United Kingdom,86
Technische Universität Berlin,2006,Germany,86
University of Leicester,2022,United Kingdom,86
Arizona State University,2001,Michigan,86
VIT University - Chennai,2014,Japan,86
Southern Methodist University,2016,Lincoln,85
Warsaw University of Technology,2012,United Kingdom,85
University of Victoria,2009,California,85
Yamagata University,2011,Japan,85
University Carlos III of Madrid,2019,Germany,85
Alexandria University,2012,Germany,85
Universidad Metropolitana,2005,United Kingdom,85
M.H. Saboo Siddik College of Engineering,2011,Germany,85
Instituto Politécnico Nacional,2012,Lincoln,85
University of Central Lancashire,2019,United Kingdom,85
Southern Taiwan University of Technology,2006,Japan,85
Kinki University,2019,Japan,85
University College London,2014,United Kingdom,84
University College London,2007,United Kingdom,84
Setsunan University,2012,Japan,84
Politecnico di Bari,2016,Germany,84
City College of The City University of New York,2006,Michigan,84
University of Puerto Rico,1997,Michigan,84
Queen Mary University of London,2018,United Kingdom,84
Kinki University,2018,Japan,84
University of Delaware,2010,California,83
Bergische Universität Wuppertal,2007,Germany,83
University of Minnesota Duluth,2012,Lincoln,83
Universidade Federal Fluminense - Niterói,2015,Brasil,83
