Rank,University,Year,Points
7231,University of Wisconsin-Madison,2021,0.0
7232,University of Wisconsin-Madison,2020,0.0
7233,Coventry University,2008,0.0
7234,Colorado State University,2015,0.0
7235,University of Wolverhampton,2020,0.0
7236,Southern Illinois University Carbondale,2021,0.0
7237,Colorado State University,2017,0.0
7238,University of Wisconsin-Platteville,2020,0.0
7239,Concordia University,2011,0.0
7240,University of Wisconsin-Platteville,2018,0.0
7241,University of Wisconsin-Platteville,2007,0.0
7242,Southern Illinois University Edwardsville,2007,0.0
7243,École de Technologie Superieure,2000,0.0
7244,University of Wyoming,1996,0.0
7245,University of Wisconsin-Platteville,2011,0.0
7246,Cornell University,1993,0.0
7247,Southern Taiwan University of Technology,2012,0.0
7248,Colorado State University,2018,0.0
7249,Aligarh Muslim University,2019,0.0
7250,Cooper Union,2010,0.0
7251,University of Wyoming,1997,0.0
7252,Tottori University,2014,0.0
7253,Southern Illinois University Carbondale,2020,0.0
7254,Colorado State University,2014,0.0
7255,Cégep du Vieux Montréal,2010,0.0
7256,Columbia University,2007,0.0
7257,Southern Illinois University Edwardsville,2013,0.0
7258,Southern Illinois University Carbondale,2015,0.0
7259,Czech Technical University in Prague,2020,0.0
7260,Czech University of Life Sciences Prague,2015,0.0
7261,Colorado State University,2003,0.0
7262,Czech University of Life Sciences Prague,2016,0.0
7263,Czech University of Life Sciences Prague,2019,0.0
7264,Coventry University,2010,0.0
7265,Czech University of Life Sciences Prague,2020,0.0
7266,Southern Illinois University Edwardsville,2012,0.0
7267,Concordia University,2003,0.0
7268,Cégep du Vieux Montréal,2008,0.0
7269,Cégep du Vieux Montréal,2009,0.0
7270,Southern Illinois University Edwardsville,2011,0.0
7271,Southern Illinois University Carbondale,2017,0.0
7272,Southern Illinois University Edwardsville,2014,0.0
7273,Curtin University,2007,0.0
7274,Southern Taiwan University of Technology,2011,0.0
7275,École Centrale de Lyon,2020,0.0
7276,Curtin University,2004,0.0
7277,Coventry University,2020,0.0
7278,Columbia University,2005,0.0
7279,Southern Illinois University Carbondale,2018,0.0
7280,Coventry University,2015,0.0
7281,Concordia University,2005,0.0
7282,Coventry University,2014,0.0
7283,Southern Illinois University Carbondale,2019,0.0
7284,Concordia University,2006,0.0
7285,Colorado State University,2008,0.0
7286,Tottori University,2010,0.0
7287,Aligarh Muslim University,2021,0.0
7288,Columbia University,2021,0.0
7289,Embry-Riddle Aeronautical University,2008,0.0
7290,University of Windsor,2016,0.0
7291,Fachhochschule Dortmund,2014,0.0
7292,École Polytechnique de Montréal,2007,0.0
7293,University of Ulster,2013,0.0
7294,University of Ulster,2012,0.0
7295,University of Ulster,2011,0.0
7296,University of Ulster,2010,0.0
7297,Slovak University of Technology in Bratislava,2015,0.0
7298,École Polytechnique de Montréal,2009,0.0
7299,Fachhochschule Coburg,2020,0.0
7300,Aalborg University,2017,0.0
7301,Fachhochschule Dortmund,2011,0.0
7302,Fachhochschule Dortmund,2017,0.0
7303,Fachhochschule Aachen,2020,0.0
7304,University of Toyama,2016,0.0
7305,Fachhochschule Dortmund,2018,0.0
7306,Fachhochschule Dortmund,2019,0.0
7307,École Polytechnique de Montréal,2011,0.0
7308,Fachhochschule Dortmund,2020,0.0
7309,Fachhochschule Dortmund,2021,0.0
7310,Fachhochschule Frankfurt am Main,2009,0.0
7311,University of Toronto,2013,0.0
7312,Fachhochschule für Wirtschaft und Technik,2009,0.0
7313,Fachhochschule für Wirtschaft und Technik,2010,0.0
7314,Slovak University of Technology in Bratislava,2016,0.0
7315,Texas A&amp;M University,2020,0.0
7316,Fachhochschule für Wirtschaft und Technik,2012,0.0
7317,University of Utah,2014,0.0
7318,University of Victoria,2020,0.0
7319,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2013,0.0
7320,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2014,0.0
7321,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,2016,0.0
7322,AGH University of Science and Technology,2020,0.0
7323,Texas A&amp;M University,2021,0.0
7324,University of Victoria,2008,0.0
7325,UAS Würzburg-Schweinfurt,2011,0.0
7326,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),2015,0.0
7327,Sojo University,2011,0.0
7328,University of Utah,2013,0.0
7329,Aalborg University,2020,0.0
7330,University of Utah,2011,0.0
7331,University of Utah,2010,0.0
7332,University of Utah,2009,0.0
7333,University of Utah,2008,0.0
7334,University of Utah,2007,0.0
7335,University of Utah,2005,0.0
7336,Ulm University of Applied Sciences,2011,0.0
7337,Fachhochschule Aachen,2012,0.0
7338,Fachhochschule Aachen,2016,0.0
7339,Sojo University,2009,0.0
7340,Fachhochschule für Wirtschaft und Technik,2011,0.0
7341,Fachhochschule für Wirtschaft und Technik,2013,0.0
7342,Escola Universitària Salesiana de Sarrià (UAB),2020,0.0
7343,FAMU-FSU College of Engineering,2009,0.0
7344,Union College,2001,0.0
7345,Aalborg University,2013,0.0
7346,FAMU-FSU College of Engineering,2003,0.0
7347,FAMU-FSU College of Engineering,2004,0.0
7348,University of Thessaly,2020,0.0
7349,FAMU-FSU College of Engineering,2005,0.0
7350,University of Thessaly,2018,0.0
7351,FAMU-FSU College of Engineering,2006,0.0
7352,FAMU-FSU College of Engineering,2007,0.0
7353,FAMU-FSU College of Engineering,2008,0.0
7354,FAMU-FSU College of Engineering,2010,0.0
7355,FAMU-FSU College of Engineering,1998,0.0
7356,Aalborg University,2011,0.0
7357,Texas A&amp;M University,2009,0.0
7358,University of the West of Scotland,2005,0.0
7359,University of the West of Scotland,2004,0.0
7360,FAMU-FSU College of Engineering,2011,0.0
7361,Aalborg University,2009,0.0
7362,FAMU-FSU College of Engineering,2012,0.0
7363,FAMU-FSU College of Engineering,2013,0.0
7364,University of the West of England,2020,0.0
7365,FAMU-FSU College of Engineering,2014,0.0
7366,FAMU-FSU College of Engineering,1999,0.0
7367,Union College,2000,0.0
7368,Fachhochschule für Wirtschaft und Technik,2014,0.0
7369,Fachhochschule Stralsund,2020,0.0
7370,Tennessee Technological University,2020,0.0
7371,Fachhochschule Hannover,2015,0.0
7372,Fachhochschule Hannover,2018,0.0
7373,Fachhochschule Hannover,2020,0.0
7374,Fachhochschule Hannover,2021,0.0
7375,Tennessee Technological University,2021,0.0
7376,Fachhochschule Joanneum Graz,2020,0.0
7377,Fachhochschule München,2013,0.0
7378,Union College,1996,0.0
7379,Fachhochschule München,2017,0.0
7380,École Polytechnique de Montréal,2014,0.0
7381,FAMU-FSU College of Engineering,1997,0.0
7382,Union College,1997,0.0
7383,Faculty of Textile Science &amp; Technology. Shinshu University,2009,0.0
7384,Faculty of Textile Science &amp; Technology. Shinshu University,2010,0.0
7385,Aalborg University,2014,0.0
7386,Faculty of Textile Science &amp; Technology. Shinshu University,2011,0.0
7387,Faculty of Textile Science &amp; Technology. Shinshu University,2012,0.0
7388,Faculty of Textile Science &amp; Technology. Shinshu University,2013,0.0
7389,Faculty of Textile Science &amp; Technology. Shinshu University,2014,0.0
7390,Faculty of Textile Science &amp; Technology. Shinshu University,2015,0.0
7391,Union College,1998,0.0
7392,University of Victoria,2021,0.0
7393,South Dakota School of Mines and Technology,2009,0.0
7394,University of Windsor,2015,0.0
7395,Texas Tech University,2007,0.0
7396,Delhi Technological University,2013,0.0
7397,University of West Bohemia,2015,0.0
7398,University of West Bohemia,2014,0.0
7399,South Dakota State University,2020,0.0
7400,South Dakota State University,2017,0.0
7401,Delhi Technological University,2015,0.0
7402,University of Waterloo,2021,0.0
7403,University of Waterloo,2020,0.0
7404,Democritus University of Thrace,2020,0.0
7405,South Dakota State University,2007,0.0
7406,South Dakota State University,2006,0.0
7407,Delhi Technological University,2011,0.0
7408,Texas Tech University,2006,0.0
7409,University of Waterloo,2011,0.0
7410,Doshisha University,2017,0.0
7411,South Dakota State University,2005,0.0
7412,Drexel University,2003,0.0
7413,Drexel University,2009,0.0
7414,South Dakota State University,2004,0.0
7415,Drexel University,2014,0.0
7416,Drexel University,2015,0.0
7417,Drexel University,2016,0.0
7418,Delhi Technological University,2012,0.0
7419,Texas Tech University,2008,0.0
7420,Drexel University,2018,0.0
7421,Texas Tech University,2010,0.0
7422,University of Windsor,2014,0.0
7423,University of Windsor,2011,0.0
7424,Alexandria University,2011,0.0
7425,University of Windsor,2009,0.0
7426,Southern Illinois University Carbondale,2007,0.0
7427,Southern Illinois University Carbondale,2006,0.0
7428,Dalhousie University,2008,0.0
7429,Dalhousie University,2009,0.0
7430,Southern Illinois University Carbondale,2005,0.0
7431,Dalhousie University,2016,0.0
7432,Dalhousie University,2017,0.0
7433,South Dakota State University,2021,0.0
7434,University of Western Australia,2014,0.0
7435,Southern Illinois University Carbondale,2004,0.0
7436,Toyota Technical College Nagoya,2011,0.0
7437,Texas Tech University,2009,0.0
7438,De Montfort University,2020,0.0
7439,Southern Illinois University Carbondale,2003,0.0
7440,Ain Shams University,2015,0.0
7441,Deakin University,2009,0.0
7442,Southern Illinois University Carbondale,2001,0.0
7443,Delhi Technological University,2008,0.0
7444,Drexel University,2017,0.0
7445,Drexel University,2020,0.0
7446,University of Waikato,2007,0.0
7447,South Dakota School of Mines and Technology,2020,0.0
7448,Embry-Riddle Aeronautical University,2014,0.0
7449,South Dakota State University,2002,0.0
7450,South Dakota School of Mines and Technology,2021,0.0
7451,Embry-Riddle Aeronautical University,2015,0.0
7452,Embry-Riddle Aeronautical University,2019,0.0
7453,University of Warwick,2005,0.0
7454,Embry-Riddle Aeronautical University,2020,0.0
7455,Aichi Institute of Technology,2011,0.0
7456,Embry-Riddle Aeronautical University,2021,0.0
7457,Escola de Engenharia de Lorena da Universidade de São Paulo,2015,0.0
7458,South Dakota School of Mines and Technology,2016,0.0
7459,Embry-Riddle Aeronautical University,2012,0.0
7460,École Polytechnique de Montréal,1998,0.0
7461,Escola Politècnica Superior d'Enginyeria de Manresa,2020,0.0
7462,South Dakota School of Mines and Technology,2015,0.0
7463,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2020,0.0
7464,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,2021,0.0
7465,South Dakota School of Mines and Technology,2014,0.0
7466,University of Waikato,2011,0.0
7467,UAS Kempten,2020,0.0
7468,École Polytechnique de Montréal,1999,0.0
7469,University of Waikato,2008,0.0
7470,Embry-Riddle Aeronautical University,2013,0.0
7471,Embry-Riddle Aeronautical University,2011,0.0
7472,Drexel University,2021,0.0
7473,Dwarkadas. J. Sanghvi College of Engineering,2016,0.0
7474,University of Waterloo,1993,0.0
7475,Tennessee Technological University,2013,0.0
7476,Duke University,1998,0.0
7477,Tyumen Industrial University,2015,0.0
7478,Tyumen Industrial University,2016,0.0
7479,Duke University,2004,0.0
7480,Duke University,2006,0.0
7481,Duke University,2020,0.0
7482,Duke University,2021,0.0
7483,Dwarkadas. J. Sanghvi College of Engineering,2015,0.0
7484,École Polytechnique de Montréal,1996,0.0
7485,Embry-Riddle Aeronautical University,2010,0.0
7486,Ecole Nationale d'Ingénieurs de Metz,2015,0.0
7487,Ecole Nationale d'Ingénieurs de Metz,2017,0.0
7488,Ecole Nationale d'Ingénieurs de Metz,2020,0.0
7489,UAS Kempten,2009,0.0
7490,Edith Cowan University,2013,0.0
7491,Edith Cowan University,2017,0.0
7492,UAS Kempten,2010,0.0
7493,Embry-Riddle Aeronautical University,2007,0.0
7494,Colorado State University,1997,0.0
7495,Embry-Riddle Aeronautical University,2009,0.0
7496,Southern Taiwan University of Technology,2013,0.0
7497,Ana G. Méndez University - Gurabo,2014,0.0
7498,Tennessee Technological University,2012,0.0
7499,Warsaw University of Technology,2020,0.0
7500,Warsaw University of Technology,2011,0.0
7501,Brandenburgische Technische Universität Cottbus,2009,0.0
7502,Bradley University,2021,0.0
7503,Warsaw University of Technology,2018,0.0
7504,Warsaw University of Technology,2019,0.0
7505,Arizona State University,2007,0.0
7506,Warsaw University of Technology,2021,0.0
7507,Bradley University,2017,0.0
7508,The University of Michigan-Dearborn,1998,0.0
7509,Bradley University,2020,0.0
7510,The University of Michigan-Dearborn,1997,0.0
7511,Waseda University,2008,0.0
7512,Waseda University,2009,0.0
7513,Waseda University,2010,0.0
7514,VŠB - Technical University of Ostrava,2020,0.0
7515,Brno University of Technology,2020,0.0
7516,The University of Michigan-Dearborn,2001,0.0
7517,Brown University,1995,0.0
7518,Brown University,2004,0.0
7519,Technical University of Sofia,2017,0.0
7520,The University of Michigan-Dearborn,2003,0.0
7521,The University of Michigan-Dearborn,2004,0.0
7522,Brown University,2020,0.0
7523,Technical University of Liberec,2021,0.0
7524,Brown University,2021,0.0
7525,Technical University of Liberec,2020,0.0
7526,TAMK University of Applied Sciences,2020,0.0
7527,TAMK University of Applied Sciences,2018,0.0
7528,TAMK University of Applied Sciences,2017,0.0
7529,Brunel University London,2020,0.0
7530,VIT University - Chennai,2017,0.0
7531,Waseda University,2012,0.0
7532,Xiamen University of Technology,2013,0.0
7533,Colorado School of Mines,2021,0.0
7534,Washington University in St. Louis,2004,0.0
7535,Washington University in St. Louis,1999,0.0
7536,Xiamen University of Technology,2010,0.0
7537,Washington University in St. Louis,2000,0.0
7538,Washington University in St. Louis,2001,0.0
7539,Arizona State University,2009,0.0
7540,Washington University in St. Louis,2003,0.0
7541,Arizona State University,2010,0.0
7542,Technical University of Sofia,2020,0.0
7543,Washington University in St. Louis,2006,0.0
7544,Wroclaw University of Technology,2020,0.0
7545,Arizona State University,2011,0.0
7546,Washington University in St. Louis,2008,0.0
7547,Washington University in St. Louis,2009,0.0
7548,Washington University in St. Louis,2010,0.0
7549,Washington University in St. Louis,1998,0.0
7550,Washington State University,2021,0.0
7551,Washington State University,2020,0.0
7552,Technische Hochschule Ostwestfalen-Lippe,2010,0.0
7553,Technische Hochschule Mittelhessen,2021,0.0
7554,Technische Hochschule Mittelhessen,2020,0.0
7555,Technische Hochschule Lübeck,2020,0.0
7556,Washington State University,2014,0.0
7557,Washington State University,2013,0.0
7558,Washington State University,2011,0.0
7559,Washington State University,2010,0.0
7560,Washington State University,2009,0.0
7561,Bradley University,2008,0.0
7562,Xiamen University of Technology,2012,0.0
7563,The University of Akron,2020,0.0
7564,The University of Akron,2021,0.0
7565,Technical University of Sofia,2021,0.0
7566,Budapest University of Technology and Economics,2013,0.0
7567,VIT University - Chennai,2015,0.0
7568,Budapest University of Technology and Economics,2014,0.0
7569,California State University Chico,2020,0.0
7570,The University of Newcastle,2009,0.0
